Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R1052,10K,R_0603_1608Metric,93.25,-133.575,90.0,top
R1053,10K,R_0603_1608Metric,93.25,-117.575,90.0,top
R1054,10K,R_0603_1608Metric,93.25,-101.575,90.0,top
R1055,10K,R_0603_1608Metric,84.25,-82.575,90.0,top
R1056,10K,R_0603_1608Metric,93.25,-64.85,90.0,top
R1057,10K,R_0603_1608Metric,93.25,-49.025,90.0,top
R1058,10K,R_0603_1608Metric,84.25,-30.675,90.0,top
R1059,220K,R_0805_2012Metric,87.3125,-149.6,-90.0,top
R1060,220K,R_0805_2012Metric,87.25,-133.65,-90.0,top
R1061,220K,R_0805_2012Metric,87.25,-117.65,-90.0,top
R1062,220K,R_0805_2012Metric,87.25,-101.65,-90.0,top
R1063,220K,R_0805_2012Metric,78.375,-82.75,-90.0,top
R1064,220K,R_0805_2012Metric,87.25,-64.75,-90.0,top
R1065,220K,R_0805_2012Metric,87.25,-48.8,-90.0,top
R1066,220K,R_0805_2012Metric,78.25,-30.75,-90.0,top
R1067,10K,R_0603_1608Metric,84.25,-150.75,90.0,top
R1068,10K,R_0603_1608Metric,84.25,-134.75,90.0,top
R1069,10K,R_0603_1608Metric,84.25,-118.575,90.0,top
R1070,10K,R_0603_1608Metric,84.25,-102.85,90.0,top
R1071,10K,R_0603_1608Metric,84.25,-78.75,90.0,top
R1072,10K,R_0603_1608Metric,84.25,-62.575,90.0,top
R1073,10K,R_0603_1608Metric,84.25,-46.575,90.0,top
R1074,10K,R_0603_1608Metric,93.1875,-36.75,90.0,top
R1075,220K,R_0805_2012Metric,78.25,-150.65,-90.0,top
R1076,220K,R_0805_2012Metric,78.25,-134.7375,-90.0,top
R1077,220K,R_0805_2012Metric,78.25,-118.5625,-90.0,top
R1078,220K,R_0805_2012Metric,78.25,-102.65,-90.0,top
R1079,220K,R_0805_2012Metric,78.25,-78.6625,-90.0,top
R1080,220K,R_0805_2012Metric,78.25,-62.8375,-90.0,top
R1081,220K,R_0805_2012Metric,78.25,-46.75,-90.0,top
R1082,220K,R_0805_2012Metric,87.1875,-34.75,-90.0,top
R1083,10K,R_0603_1608Metric,93.25,-145.75,90.0,top
R1084,10K,R_0603_1608Metric,93.25,-129.75,90.0,top
R1085,10K,R_0603_1608Metric,93.25,-113.75,90.0,top
R1086,10K,R_0603_1608Metric,93.25,-97.575,90.0,top
R1087,10K,R_0603_1608Metric,93.25,-76.575,90.0,top
R1088,10K,R_0603_1608Metric,93.25,-60.675,90.0,top
R1089,10K,R_0603_1608Metric,84.25,-42.675,90.0,top
R1090,10K,R_0603_1608Metric,84.25,-26.85,90.0,top
R1091,220K,R_0805_2012Metric,87.25,-145.65,-90.0,top
R1092,220K,R_0805_2012Metric,87.25,-129.5625,-90.0,top
R1093,220K,R_0805_2012Metric,87.25,-113.5625,-90.0,top
R1094,220K,R_0805_2012Metric,87.25,-97.5625,-90.0,top
R1095,220K,R_0805_2012Metric,87.25,-76.6625,-90.0,top
R1096,220K,R_0805_2012Metric,87.25,-60.75,-90.0,top
R1097,220K,R_0805_2012Metric,78.25,-42.75,-90.0,top
R1098,220K,R_0805_2012Metric,78.25,-26.75,-90.0,top
R1099,10K,R_0603_1608Metric,84.25,-146.575,90.0,top
R1100,10K,R_0603_1608Metric,84.25,-130.575,90.0,top
R1101,10K,R_0603_1608Metric,84.25,-114.575,90.0,top
R1102,10K,R_0603_1608Metric,84.25,-98.575,90.0,top
R1103,10K,R_0603_1608Metric,84.25,-74.575,90.0,top
R1104,10K,R_0603_1608Metric,84.25,-58.575,90.0,top
R1105,10K,R_0603_1608Metric,93.1875,-45.75,90.0,top
R1106,10K,R_0603_1608Metric,93.1875,-33.75,90.0,top
R1107,220K,R_0805_2012Metric,78.25,-146.65,-90.0,top
R1108,220K,R_0805_2012Metric,78.25,-130.5625,-90.0,top
R1109,220K,R_0805_2012Metric,78.25,-114.65,-90.0,top
R1110,220K,R_0805_2012Metric,78.25,-98.5625,-90.0,top
R1111,220K,R_0805_2012Metric,78.25,-74.5625,-90.0,top
R1112,220K,R_0805_2012Metric,78.25,-58.75,-90.0,top
R1113,220K,R_0805_2012Metric,87.25,-45.25,-90.0,top
R1114,220K,R_0805_2012Metric,86.35,-31.0,-90.0,top
R1115,10K,R_0603_1608Metric,93.25,-141.75,90.0,top
R1116,10K,R_0603_1608Metric,93.25,-125.575,90.0,top
R1117,10K,R_0603_1608Metric,93.25,-109.75,90.0,top
R1118,10K,R_0603_1608Metric,93.25,-93.575,90.0,top
R1119,10K,R_0603_1608Metric,93.25,-72.85,90.0,top
R1120,10K,R_0603_1608Metric,93.25,-56.675,90.0,top
R1121,10K,R_0603_1608Metric,84.25,-38.675,90.0,top
R1122,10K,R_0603_1608Metric,86.25,-27.25,-90.0,top
R1123,220K,R_0805_2012Metric,87.25,-141.65,-90.0,top
R1124,220K,R_0805_2012Metric,87.25,-125.7375,-90.0,top
R1125,220K,R_0805_2012Metric,87.25,-109.5625,-90.0,top
R1126,220K,R_0805_2012Metric,87.25,-93.65,-90.0,top
R1127,220K,R_0805_2012Metric,87.25,-72.75,-90.0,top
R1128,220K,R_0805_2012Metric,87.25,-56.75,-90.0,top
R1129,220K,R_0805_2012Metric,78.25,-38.75,-90.0,top
R1130,220K,R_0805_2012Metric,78.25,-22.75,-90.0,top
SW1,BOOT,SW_SPST_TL3342,197.9,-109.0,0.0,top
SW2,RST,SW_SPST_TL3342,189.3,-109.0,0.0,top
SW3,UP,SW_SPST_TL3342,217.0,-126.0,0.0,top
SW4,DOWN,SW_SPST_TL3342,217.0,-133.1,0.0,top
SW5,LEFT,SW_SPST_TL3342,207.0,-129.0,0.0,top
SW6,RIGHT,SW_SPST_TL3342,227.0,-129.0,0.0,top
U2,AMS1117-3.3,SOT-223-3_TabPin2,201.0,-136.999999,90.0,top
U4,74AHCT595,SOIC-16_3.9x9.9mm_P1.27mm,141.0,-99.055,90.0,top
U5,74AHCT595,SOIC-16_3.9x9.9mm_P1.27mm,150.5,-75.5,90.0,top
U6,74AHCT595,SOIC-16_3.9x9.9mm_P1.27mm,159.0,-75.5,90.0,top
U7,74AHCT595,SOIC-16_3.9x9.9mm_P1.27mm,168.0,-99.0,90.0,top
U8,74AHCT595,SOIC-16_3.9x9.9mm_P1.27mm,176.0,-99.0,90.0,top
U9,74AHCT595,SOIC-16_3.9x9.9mm_P1.27mm,184.0,-99.0,90.0,top
U10,74AHCT595,SOIC-16_3.9x9.9mm_P1.27mm,192.0,-99.0,90.0,top
U11,74AHCT595,SOIC-16_3.9x9.9mm_P1.27mm,200.0,-99.0,90.0,top
U12,W25Q128JVS,SOIC-8_5.23x5.23mm_P1.27mm,207.0,-168.4,90.0,top
U14,RP2040,QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm,206.0,-160.0,90.0,top
U15,74HC14,SOIC-14_3.9x8.7mm_P1.27mm,195.0,-116.0,0.0,top
U16,IP2326,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm_ThermalVias,119.225,-115.65,180.0,top
U17,MAX1771xSA,SO-8_3.9x4.9mm_P1.27mm,151.575,-123.5,180.0,top
U18,TPS5430DDA,TI_SO-PowerPAD-8_ThermalVias,229.4,-142.3,180.0,top
U1001,74AUP1G32,SOT-23-5,110.8625,-112.05,180.0,top
U1002,4017,SOP-16_4.4x10.4mm_P1.27mm,101.25,-126.0,270.0,top
U1003,4081,SOIC-14_3.9x8.7mm_P1.27mm,110.0,-124.0,90.0,top
U1004,4081,SOIC-14_3.9x8.7mm_P1.27mm,102.0,-39.0,180.0,top
U1005,4017,SOP-16_4.4x10.4mm_P1.27mm,101.25,-115.0,270.0,top
U1006,4017,SOP-16_4.4x10.4mm_P1.27mm,101.25,-104.0,270.0,top
U1007,4017,SOP-16_4.4x10.4mm_P1.27mm,101.25,-93.0,270.0,top
U1008,4017,SOP-16_4.4x10.4mm_P1.27mm,101.25,-82.0,270.0,top
U1009,4017,SOP-16_4.4x10.4mm_P1.27mm,101.25,-71.0,270.0,top
U1011,4017,SOP-16_4.4x10.4mm_P1.27mm,101.25,-60.0,270.0,top
U1012,4017,SOP-16_4.4x10.4mm_P1.27mm,101.25,-48.75,270.0,top
Y1,12M,Crystal_SMD_3225-4Pin_3.2x2.5mm,209.0,-150.175,180.0,top
Y2,Crystal,Crystal_SMD_3215-2Pin_3.2x1.5mm,198.0,-123.0,180.0,top
